id,name,population,facts,pic
173,Vanuatu,"299,882","<p>This South Pacific island nation is famous for something called “land diving” that inspired bungee jumping. Men fasten plant vines to their ankles and jump off a rickety wooden platform high above the ground. The courage of these jumps, according to<a href=""https://www.cnn.com/travel/article/vanuatu-land-divers/index.html""> religious symbolism</a>, is directly tied to the success of the year’s yam harvest. </p>",https://thumbor.bigedition.com/land-diving-in-vanuatu/JhNL0MJ5SMnzi5BY-sPSNmnYKxo=/800x0/filters:quality(80)/granite-web-prod/45/c8/45c8e9be75824649b2255f82244a769b.jpeg
174,Barbados,"287,025","<p>Mongooses are a familiar sight on this Caribbean island. The were first brought from India in the 1870s to quell the rat population, but that effort failed. Now they are simply part of the island. </p>",https://thumbor.bigedition.com/mongoose-crossing-street/IantHK1frHi-hfb9_YDVSp-GCk8=/800x0/filters:quality(80)/granite-web-prod/6d/18/6d188b20aa2e41bbae2794e55d0e0230.jpeg
175,Sao Tome and Principe,"215,056","<p><a href=""https://www.newworldencyclopedia.org/entry/Sao_Tome_and_Principe"">Relationships are a bit different</a> in this African island country than most other places in the world. Traditional Christian marriage is largely reserved for the upper class, and it’s acceptable for men to maintain several households. Co-residential living is also popular, and men and women both have multiple partners and children with different people over the course of their lives. </p>",https://thumbor.bigedition.com/children-in-sao-tome-and-principe/Sybm6U8Rz9-X5Ja9MCwtPT_dv98=/800x0/filters:quality(80)/granite-web-prod/50/b9/50b97761e128423d8a5f319665ee1412.jpeg
176,Samoa,"197,097","<p>Samoa, an island nation in the South Pacific Ocean, has a <a href=""https://www.sbs.com.au/news/fa-afafine-the-boys-raised-to-be-girls"">third gender called fa'afafines</a>. The practice dates to before colonization and is quite progressive compared to the rest of the world. Samoans realize everyone is different, and if a boy displays effeminate behavior in childhood he is encouraged to embrace those tendencies and is fully accepted by society. </p>",https://thumbor.bigedition.com/samoan-third-gender-faafafines/0ddgWLlgcux11S4Q0m1Kv9j6PB0=/800x0/filters:quality(80)/granite-web-prod/60/26/602661005a67486ab3a4847ea0b546bd.jpeg
177,Saint Lucia,"182,790","<p>This island nation in the Caribbean Sea is the only country in the world that’s<a href=""https://theculturetrip.com/south-america/bolivia/articles/11-countries-you-never-knew-were-named-after-these-historical-figures/""> named after a woman</a>, in this case Saint Lucy of Syracuse. French settlers were the first Europeans to arrive on the island, and gave it that name. </p>",https://thumbor.bigedition.com/beach-and-mountains-in-saint-lucia/a62P6sFfMS__7Loj-m_rORtRnBs=/800x0/filters:quality(80)/granite-web-prod/bf/d0/bfd02528c57e455fa0bd2c9f838ad8f2.jpeg
178,Kiribati,"117,606","<p>Due to its placement in the central Pacific Ocean and the fact that its islands cover an area of 1.3 million square miles, Kiribati has the<a href=""https://pacificislandsaid.org/the-islands/""> special distinction</a> of being the only country in the world that’s located in all four hemispheres. </p>",https://thumbor.bigedition.com/aerial-view-of-kiribati/nrrk4OI0YeZb0_ALXFr5Ed9BO88=/800x0/filters:quality(80)/granite-web-prod/dd/6a/dd6aee69df9843a38b358a4129e395f1.jpeg
179,Grenada,"112,003","<p>Until the early 1800s, nutmeg production was entirely centered in Indonesia. But during the Napoleonic wars, the British transplanted nutmeg trees to many other locales, including Grenada in the Caribbean. Now, this island nation<a href=""https://www.worldatlas.com/articles/what-are-the-major-natural-resources-of-grenada.html""> accounts for 40 percent</a> of the world’s nutmeg production.</p>",https://thumbor.bigedition.com/nutmeg-plantation-in-grenada/qTIcuF0M4_xes2kG8LMvYKoQCDg=/800x0/filters:quality(80)/granite-web-prod/18/85/18859e1cd65c42c694122dfaf1ca2d7c.jpeg
180,Saint Vincent and Grenadines,"110,589","<p>The Western Hemisphere’s<a href=""https://youngisland.com/blog/svg-attraction-highlight-botanical-gardens/""> oldest botanical garden</a> is located within this Caribbean island country. Established in 1765, the gardens contain native flora and breadfruit trees first brought to the island from Tahiti. </p>",https://thumbor.bigedition.com/botanical-garden-in-saint-vincent-and-the-grenadines/Sp4E88DUXUQ57Ogq_5RKDN6PgK8=/800x0/filters:quality(80)/granite-web-prod/c9/71/c97179fa267d432eb49519adfe0efd44.jpeg
181,Tonga,"104,494","<p>Bats thrive on many of the dozens of islands that make up this South Pacific Ocean nation because they are considered<a href=""http://www.batcon.org/resources/media-education/bats-magazine/bat_article/746""> sacred and the official property</a> of the ruling monarchy, who are the only ones who can touch the flying critters. </p>",https://thumbor.bigedition.com/tonga-bats-hanging-from-tree/2YB42hyio2WAm_Ed_QgbYq-noQY=/800x0/filters:quality(80)/granite-web-prod/4f/c7/4fc74251c3d4473dbef0c7388386e194.jpeg
182,Seychelles,"97,739","<p>French pirate Olivier Levasseur is rumored to have buried tens of millions of dollars worth of treasure on Mahe, one of the islands that make up this country off the east coast of Africa. Since 1950, a father and son have been<a href=""http://www.bbc.com/travel/story/20170425-the-island-with-100-million-hidden""> trying to find the loot</a>. </p>",https://thumbor.bigedition.com/la-dingue-beach-seychelles/2c_41lzAWkKs8J0BbBqJLjys8F8=/800x0/filters:quality(80)/granite-web-prod/c9/46/c946542e7fb0407cb4720ec97ed8e7bc.jpeg
183,Antigua and Barbuda,"97,118","<p>Cricket is incredibly popular among residents of these islands, a holdover from Britain’s colonial rule. And although the nation’s population is low, it has produced several of the<a href=""http://www.antigua-barbuda.org/Agcri01.htm""> greatest cricket players of all time</a>, including Viv Richards, Richie Richardson, Andy Roberts and Curtly Ambrose. </p>",https://thumbor.bigedition.com/cricket-match-in-antigua-and-barbuda/704pluTyazW5OFWm9xHb8QEgQHI=/800x0/filters:quality(80)/granite-web-prod/d1/ee/d1ee023c97434a6fb579bfe339b0707c.jpeg
184,Andorra,"77,142","<p>Straddling the border of France and Spain is the miniscule nation of Andorra, which in its 1,000-year history has never engaged in battle. However, during World War I, it was<a href=""https://www.abc.net.au/radionational/programs/archived/worldwarone/25-things-you-might-not-know-about-world-war-one/5546018""> one of the first countries</a> to declare war with Germany despite the fact that it had no military. And since its demands were ignored in the Treaty of Versailles, it remained “at war” with Germany until the outbreak of World War II in 1939.  </p>",https://thumbor.bigedition.com/andorran-medieval-structures/jw4T76k5PVFNa6j_XMTnw7wPyKc=/800x0/filters:quality(80)/granite-web-prod/c0/b2/c0b29921cb054c44b5430a899daa5af7.jpeg
185,Dominica,"71,808","<p>There is an opening called a fumarole on one of this Caribbean island nation’s numerous volcanoes that shoots hot sulphuric gas into a 200-foot wide body of water, creating the world’s<a href=""https://www.avirtualdominica.com/the-boiling-lake/""> second-largest natural hot spring</a>. It’s fittingly called Boiling Lake and is only accessible via a four-hour hike. This is one of the things that make it one of the <a href=""https://www.farandwide.com/s/thing-to-do-caribbean-countries-a2e4d9ff17374723?cb=1641599138248"">top 10 countries in the Caribbean</a>.</p>",https://thumbor.bigedition.com/boiling-lake-dominica/7C7i4TuAvcHg1MLiLXYQ_w_6Vhw=/800x0/filters:quality(80)/granite-web-prod/b1/47/b147f32d21664e0db7e0886e6031ece4.jpeg
186,Marshall Islands,"58,791","<p>In 2011, this Pacific Ocean nation comprised of dozens of islands and atolls created the <a href=""https://www.pewtrusts.org/en/about/news-room/press-releases-and-statements/2011/10/02/worldand39s-largest-shark-sanctuary-declared-in-central-pacific"">largest shark sanctuary</a> in the world. By adding 772,000 square miles of space, the Marshall Islands nearly doubled the amount of protected ocean for the marine mammals. </p>",https://thumbor.bigedition.com/group-of-sharks-swimming/DfRDbAqzQgl0LppqEOCRvAbOUIA=/800x0/filters:quality(80)/granite-web-prod/4c/90/4c909ef1eb044ef38b143e121a65c1d1.jpeg
187,Saint Kitts and Nevis,"52,823","<p>Christopher Columbus <a href=""https://www.umhs-sk.org/blog/columbus-day-discovering-man-who-named-stkitts/"">named these Caribbean islands</a> after himself (“Kitts” was the famous explorer’s nickname) and the Spanish word for snow (“nieves”), even though snow is the last thing you’d ever find in a place with an average annual temperature of 82 degrees. </p>",https://thumbor.bigedition.com/shopping-center-in-saint-kitts-and-nevis/i4-8E1kN-hlk4TXGtSp59GhorzI=/800x0/filters:quality(80)/granite-web-prod/97/a9/97a9904b60d04a91a4c8a217d6f046e5.jpeg
188,Monaco,"38,964","<p>One of the things Monaco, a tiny country surrounded by France and the Mediterranean Sea, is most known for is its casino in Monte Carlo, but local residents of the country are<a href=""https://www.gamblingherald.com/monaco-gambling-laws/""> barred from entering it</a> unless they work there. The laws date to the introduction of gambling in the country in the mid-1800s to save the nation from bankruptcy. Monaco wanted foreign money from this pursuit, but it didn’t want its own citizens going into debt from gambling addictions.  </p>",https://thumbor.bigedition.com/monte-carlo-casino-at-night/egR3gWqVM5Jwr8bGh_YASytv8gQ=/800x0/filters:quality(80)/granite-web-prod/ea/49/ea49a61fbe9f46339fb4cff10612095c.jpeg
189,Liechtenstein,"38,019","<p>This tiny country sandwiched between Austria and Switzerland is the<a href=""https://www.business-standard.com/article/economy-policy/liechtenstein-woos-dentists-from-bollywood-110111900010_1.html""> world’s top producer of false teeth</a>. Ivoclar Vivadent manufactures 60 million artificial teeth annually, which is 20 percent of all false teeth made worldwide. </p>",https://thumbor.bigedition.com/cleaning-false-teeth/bAAiCHPyq4P6BvWMb3ncb_Xj81M=/800x0/filters:quality(80)/granite-web-prod/01/7c/017c6e04cb4b4817b7f54081906a9299.jpeg
190,San Marino,"33,860","<p>Landlocked inside Italy, San Marino is an ancient and tiny country with one very famous honorary citizen: Abraham Lincoln. In 1861, Lincoln had just been sworn in as the 16th U.S. president and was receiving congratulatory letters from around the world. But the one that<a href=""https://opinionator.blogs.nytimes.com/2011/03/28/from-san-marino-with-love/""> piqued his interest the most</a> was from the world’s oldest republic, San Marino, wishing the U.S. well as the Civil War loomed and Lincoln tried to keep the peace. </p>",https://thumbor.bigedition.com/san-marino-stamp-with-president-lincoln/cC-3iqNamqj4USUWSUWVA6fyoiE=/800x0/filters:quality(80)/granite-web-prod/b2/cc/b2cc5ee4376f488e95af54009559bccf.jpeg
191,Palau,"18,008","<p>Located east of the Philippines, Palau is a small island nation and one of the only places in the world that adheres to a<a href=""https://www.pbs.org/edens/palau/p_legends.htm""> strict matrilineal system</a> in which kinship is traced through the mother’s family line. Women choose male chiefs and have the power to rescind that status. They keep the money, and the mother’s brother is tasked with providing for her children. </p>",https://thumbor.bigedition.com/palau-carved-female-figurines/Vxp-C_N9g58xxkYEqdlG8WVr08s=/800x0/filters:quality(80)/granite-web-prod/30/97/309758c425bc45728045bb764a908478.jpeg
192,Tuvalu,"11,646","<p>A collection of islands halfway between Hawaii and Australia, Tuvalu’s largest source of income is derived from its country code domain, .tv. The country has had<a href=""https://www.news.com.au/technology/the-island-nation-of-tuvalu-is-being-kept-afloat-by-its-domain-name/news-story/9af6c78e14c071013ddd7fa9ac64aa7f""> several agreements in place</a> since the late 1990s with companies that sell web addresses using the desirable suffix. </p>",https://thumbor.bigedition.com/woman-working-on-hammock-in-tuvalu/fpgLWVNTyVueB_3RtqNF2ulIILI=/800x0/filters:quality(80)/granite-web-prod/46/b8/46b888b17fe34419b23c2f3affac4579.jpeg
193,Nauru,"10,756","<p>This 8-square-mile island nation in the South Pacific Ocean does rank first in something, although it would probably rather not be the<a href=""http://worldpopulationreview.com/countries/most-obese-countries/""> fattest country in the world</a> with a mean body-mass index of 32.5 and 61 percent of its residents considered obese.</p>",https://thumbor.bigedition.com/family-walking-down-the-street-in-nauru/pVyxIGF2T9bpjuawa4C3-uTztvY=/800x0/filters:quality(80)/granite-web-prod/a1/0e/a10eaa56ec874a75a61391f5113101c6.jpeg
194,Holy See,799,"<p>The smallest recognized independent country in the world uses the euro as its currency even though it’s not part of the Eurozone or European Union. And like other countries, it<a href=""https://vatican.com/Vatican-Coins/""> mints its own euro coins and issues its own stamps</a>.</p>",https://thumbor.bigedition.com/vatican-euro-coins/hxlzPfsCjTbzdq4ymb8CKmy6lyI=/800x0/filters:quality(80)/granite-web-prod/0b/d3/0bd3e89331274e39abb943742e702231.jpeg
